ARTICULO;IMAGEN;PESO;IVA;PRECIOCANO;TIPCANON;COMPRA;VENTA;FAMILIA;MARCA;DENOMINA;URL;STOCK;PARTNUMBER;CODIGOBAR;DESCEXTRTF;EAN;CATEGORIA_ID;SUBCATEGORIA_ID;SUBCATEGORIADEPRODUCTO;CODIGO_MAYORISTA;CODIGO_FABRICANTE;VOLUMEN;SHORTDESC;LONGDESC;HighPic;LowPic;ThumbPic
GA9032085;https://www.dmi.es/photo/204/29012/3759282237592822/th/alfombrilla-gaming-krom-movistar-riders-azul-450x400x4.jpg;0.50;21;0.00;;13.98;;Periféricos;Krom;"ALFOMBRILLA GAMING KROM MOVISTAR RIDERS AZUL 450X400X4";https://www.dmi.es/ficha/GA9032085;25.00;NXKROMRDRS;;"45x40cm, Microfibra/Caucho, Azul";8436532166631;999996;204;Alfombrillas;GA9032085;NXKROMRDRS;2156.00;"45x40cm, Microfibra/Caucho, Azul";;https://www.dmi.es/photo/204/29012/3759282237592822/bg/alfombrilla-gaming-krom-movistar-riders-azul-450x400x4.jpg;https://www.dmi.es/photo/204/29012/3759282237592822/pq/alfombrilla-gaming-krom-movistar-riders-azul-450x400x4.jpg;https://www.dmi.es/photo/204/29012/3759282237592822/pq/alfombrilla-gaming-krom-movistar-riders-azul-450x400x4.jpg
GA9032086;https://www.dmi.es/photo/204/29013/3759282337592823/th/alfombrilla-gaming-krom-movistar-riders-azul-900x350x3.jpg;0.80;21;0.00;;13.50;;Periféricos;Krom;"ALFOMBRILLA GAMING KROM MOVISTAR RIDERS AZUL 900X350X3";https://www.dmi.es/ficha/GA9032086;38.00;NXKROMRDRSXL;;"90x35cm, Microfibra/Caucho, Azul";8436532166648;999996;204;Alfombrillas;GA9032086;NXKROMRDRSXL;2560.00;"90x35cm, Microfibra/Caucho, Azul";;https://www.dmi.es/photo/204/29013/3759282337592823/bg/alfombrilla-gaming-krom-movistar-riders-azul-900x350x3.jpg;https://www.dmi.es/photo/204/29013/3759282337592823/pq/alfombrilla-gaming-krom-movistar-riders-azul-900x350x3.jpg;https://www.dmi.es/photo/204/29013/3759282337592823/pq/alfombrilla-gaming-krom-movistar-riders-azul-900x350x3.jpg
GA02298162;https://www.dmi.es/photo/123/29014/3561039435610394/th/auricular-gaming-krom-kieg-negro-alambrico.jpg;0.20;21;0.00;;11.17;;"Accesorios telefonía";Krom;"AURICULAR GAMING KROM KIEG NEGRO ALAMBRICO";https://www.dmi.es/ficha/GA02298162;24.00;NXKROMKIEG;;"20-20000Hz, 32O, 10mm, 103dB, Omni 30-16000Hz -45dB, 3.5mm, 1.2m";8436532165573;999953;123;Auriculares;GA02298162;NXKROMKIEG;680.00;"20-20000Hz, 32O, 10mm, 103dB, Omni 30-16000Hz -45dB, 3.5mm, 1.2m";;https://www.dmi.es/photo/123/29014/3561039435610394/bg/auricular-gaming-krom-kieg-negro-alambrico.jpg;https://www.dmi.es/photo/123/29014/3561039435610394/pq/auricular-gaming-krom-kieg-negro-alambrico.jpg;https://www.dmi.es/photo/123/29014/3561039435610394/pq/auricular-gaming-krom-kieg-negro-alambrico.jpg
GA02298163;https://www.dmi.es/photo/1637/29015/2928300029283000/th/auricular-gaming-krom-kopa-negro-microfono-alambrico.jpg;0.40;21;0.00;;14.12;;Auriculares;Krom;"AURICULAR GAMING KROM KOPA NEGRO MICROFONO ALAMBRICO";https://www.dmi.es/ficha/GA02298163;18.00;NXKROMKPST;;"20 Hz - 20000 Hz, 32 Ohm, 110 dB, 340 g";8436532162916;999977;1637;"Auriculares con Micrófono";GA02298163;NXKROMKPST;5796.00;"20 Hz - 20000 Hz, 32 Ohm, 110 dB, 340 g";;https://www.dmi.es/photo/1637/29015/2928300029283000/bg/auricular-gaming-krom-kopa-negro-microfono-alambrico.jpg;https://www.dmi.es/photo/1637/29015/2928300029283000/pq/auricular-gaming-krom-kopa-negro-microfono-alambrico.jpg;https://www.dmi.es/photo/1637/29015/2928300029283000/pq/auricular-gaming-krom-kopa-negro-microfono-alambrico.jpg
GA02298164;https://www.dmi.es/photo/1637/29016/3274460932744609/th/auricular-gaming-krom-kyus-negro-microfono-usb.jpg;0.40;21;0.00;;25.00;;Auriculares;Krom;"AURICULAR GAMING KROM KYUS NEGRO MICROFONO USB";https://www.dmi.es/ficha/GA02298164;29.00;NXKROMKYS;;"20 - 20000 Hz, 32 Ohm, 109 dB, USB, 2.2 m, 370 g";8436532162923;999977;1637;"Auriculares con Micrófono";GA02298164;NXKROMKYS;6048.00;"20 - 20000 Hz, 32 Ohm, 109 dB, USB, 2.2 m, 370 g";;https://www.dmi.es/photo/1637/29016/3274460932744609/bg/auricular-gaming-krom-kyus-negro-microfono-usb.jpg;https://www.dmi.es/photo/1637/29016/3274460932744609/pq/auricular-gaming-krom-kyus-negro-microfono-usb.jpg;https://www.dmi.es/photo/1637/29016/3274460932744609/pq/auricular-gaming-krom-kyus-negro-microfono-usb.jpg
GA02298165;https://www.dmi.es/photo/1637/29017/3788000237880002/th/auricular-gaming-krom-konor-negro-microfono-usb.jpg;0.30;21;0.00;;24.52;;Auriculares;Krom;"AURICULAR GAMING KROM KONOR NEGRO MICROFONO USB";https://www.dmi.es/ficha/GA02298165;0.00;NXKROMKNR;;"Auriculares Gaming con Sonido Virtual 7.1, LED, 50mm, 20-20000Hz, 32Ohm, 110dB, 220cm, 370g, Negro/Naranja";8436532166037;999977;1637;"Auriculares con Micrófono";GA02298165;NXKROMKNR;6336.00;"Auriculares Gaming con Sonido Virtual 7.1, LED, 50mm, 20-20000Hz, 32Ohm, 110dB, 220cm, 370g, Negro/Naranja";;https://www.dmi.es/photo/1637/29017/3788000237880002/bg/auricular-gaming-krom-konor-negro-microfono-usb.jpg;https://www.dmi.es/photo/1637/29017/3788000237880002/pq/auricular-gaming-krom-konor-negro-microfono-usb.jpg;https://www.dmi.es/photo/1637/29017/3788000237880002/pq/auricular-gaming-krom-konor-negro-microfono-usb.jpg
GA02298166;https://www.dmi.es/photo/1637/29018/3454294634542946/th/auricular-gaming-krom-kode-negro-microfono-usb.jpg;0.27;21;0.00;;28.02;;Auriculares;Krom;"AURICULAR GAMING KROM KODE NEGRO MICROFONO USB";https://www.dmi.es/ficha/GA02298166;11.00;NXKROMKDE;;"20-20000 Hz, 32 Ohm, 105dB, 50-10000 Hz, 2.2K Ohm, Omni directional, -54dB, USB, 1.8m, 270g";8436532165610;999977;1637;"Auriculares con Micrófono";GA02298166;NXKROMKDE;8112.00;"20-20000 Hz, 32 Ohm, 105dB, 50-10000 Hz, 2.2K Ohm, Omni directional, -54dB, USB, 1.8m, 270g";;https://www.dmi.es/photo/1637/29018/3454294634542946/bg/auricular-gaming-krom-kode-negro-microfono-usb.jpg;https://www.dmi.es/photo/1637/29018/3454294634542946/pq/auricular-gaming-krom-kode-negro-microfono-usb.jpg;https://www.dmi.es/photo/1637/29018/3454294634542946/pq/auricular-gaming-krom-kode-negro-microfono-usb.jpg
HD2254647;https://www.dmi.es/photo/1823/29019/3600814936008149/th/disco-ext-wd-2-5-2tb-elements-3-0negro.jpg;0.00;21;6.45;"Canon Discos Duros Externos";87.69;;"Discos duros externos";"Western Digital";"DISCO EXT WD 2,5 2TB ELEMENTS 3.0NEGRO";https://www.dmi.es/ficha/HD2254647;0.00;WDBU6Y0020BBK-WESN;;"2 TB, 6.35 cm (2.5"") , USB 3.0 Micro-B, 230g";0718037855363;999986;1823;"Discos Duros Externos";HD2254647;WDBU6Y0020BBK-WESN;0.00;"2 TB, 6.35 cm (2.5"") , USB 3.0 Micro-B, 230g";;https://www.dmi.es/photo/1823/29019/3600814936008149/bg/disco-ext-wd-2-5-2tb-elements-3-0negro.jpg;https://www.dmi.es/photo/1823/29019/3600814936008149/pq/disco-ext-wd-2-5-2tb-elements-3-0negro.jpg;https://www.dmi.es/photo/1823/29019/3600814936008149/pq/disco-ext-wd-2-5-2tb-elements-3-0negro.jpg
PT0515302;https://www.dmi.es/photo/151/29020/5291668152916681/th/portatil-toshiba-tecra-a50-d-1g2-i7-7500u-8gb-256gb-ssd-15-6--w10p.jpg;3.00;21;5.45;"Canon Discos Duros Internos";720.94;;Portátiles;Toshiba;"PORTATIL TOSHIBA TECRA A50-D-1G2 i7-7500U 8GB 256GB SSD 15,6"" W10P";https://www.dmi.es/ficha/PT0515302;11.00;PS589E-02S01UCE;;"39.624 cm (15.6"") 1366 x 768, Intel Core i7-7500U (4M Cache, up to 3.50 GHz), 8GB DDR4, 256GB SSD, Intel HD Graphics 620, Gigabit Ethernet, Wi-Fi, Bluetooth 4.2, WebCam, Windows 10 Pro 64-bit";4051528363081;999999;151;Portátiles;PT0515302;PS589E-02S01UCE;9288.00;"39.624 cm (15.6"") 1366 x 768, Intel Core i7-7500U (4M Cache, up to 3.50 GHz), 8GB DDR4, 256GB SSD, Intel HD Graphics 620, Gigabit Ethernet, Wi-Fi, Bluetooth 4.2, WebCam, Windows 10 Pro 64-bit";;https://www.dmi.es/photo/151/29020/5291668152916681/bg/portatil-toshiba-tecra-a50-d-1g2-i7-7500u-8gb-256gb-ssd-15-6--w10p.jpg;https://www.dmi.es/photo/151/29020/5291668152916681/pq/portatil-toshiba-tecra-a50-d-1g2-i7-7500u-8gb-256gb-ssd-15-6--w10p.jpg;https://www.dmi.es/photo/151/29020/5291668152916681/pq/portatil-toshiba-tecra-a50-d-1g2-i7-7500u-8gb-256gb-ssd-15-6--w10p.jpg
PT0415419;https://www.dmi.es/photo/151/29021/5291664752916647/th/portatil-toshiba-sat-pro-a50-d-12u-i5-7200u-8gb-256gb-ssd-15-6--w10p-negro.jpg;2.00;21;5.45;"Canon Discos Duros Internos";589.00;;Portátiles;Toshiba;"PORTATIL TOSHIBA SAT PRO A50-D-12U I5-7200U 8GB 256GB SSD 15,6"" W10P NEGRO";https://www.dmi.es/ficha/PT0415419;18.00;PS585E-00V030CE;;"39.624 cm (15.6"") 1366 x 768, Intel Core i5-7200U (3M Cache, up to 3.10 GHz), 8GB DDR4, 256GB SSD, Intel HD Graphics 620, Gigabit Ethernet, Wi-Fi, Bluetooth 4.2, WebCam, Windows 10 Pro 64-bit";4051528363067;999999;151;Portátiles;PT0415419;PS585E-00V030CE;9030.00;"39.624 cm (15.6"") 1366 x 768, Intel Core i5-7200U (3M Cache, up to 3.10 GHz), 8GB DDR4, 256GB SSD, Intel HD Graphics 620, Gigabit Ethernet, Wi-Fi, Bluetooth 4.2, WebCam, Windows 10 Pro 64-bit";;https://www.dmi.es/photo/151/29021/5291664752916647/bg/portatil-toshiba-sat-pro-a50-d-12u-i5-7200u-8gb-256gb-ssd-15-6--w10p-negro.jpg;https://www.dmi.es/photo/151/29021/5291664752916647/pq/portatil-toshiba-sat-pro-a50-d-12u-i5-7200u-8gb-256gb-ssd-15-6--w10p-negro.jpg;https://www.dmi.es/photo/151/29021/5291664752916647/pq/portatil-toshiba-sat-pro-a50-d-12u-i5-7200u-8gb-256gb-ssd-15-6--w10p-negro.jpg
VE10132015;https://www.dmi.es/photo/1623/29022/4065194440651944/th/refrigeracion-liquida-kuhler-kk120.jpg;0.50;21;0.00;;36.34;;Refrigeración;Antec;"REFRIGERACION LIQUIDA KUHLER KK120";https://www.dmi.es/ficha/VE10132015;4.00;0-761345-74015-9;;;0761345740159;999989;1623;"Refrigeración líquida";VE10132015;0-761345-74015-9;9135.00;;;https://www.dmi.es/photo/1623/29022/4065194440651944/bg/refrigeracion-liquida-kuhler-kk120.jpg;https://www.dmi.es/photo/1623/29022/4065194440651944/pq/refrigeracion-liquida-kuhler-kk120.jpg;https://www.dmi.es/photo/1623/29022/4065194440651944/pq/refrigeracion-liquida-kuhler-kk120.jpg
VE10132016;https://www.dmi.es/photo/1623/29023/4065194540651945/th/refrigeracion-liquida-kuhler-kk240.jpg;0.60;21;0.00;;53.98;;Refrigeración;Antec;"REFRIGERACION LIQUIDA KUHLER KK240";https://www.dmi.es/ficha/VE10132016;51.00;0-761345-74016-6;;;0761345740166;999989;1623;"Refrigeración líquida";VE10132016;0-761345-74016-6;11088.00;;;https://www.dmi.es/photo/1623/29023/4065194540651945/bg/refrigeracion-liquida-kuhler-kk240.jpg;https://www.dmi.es/photo/1623/29023/4065194540651945/pq/refrigeracion-liquida-kuhler-kk240.jpg;https://www.dmi.es/photo/1623/29023/4065194540651945/pq/refrigeracion-liquida-kuhler-kk240.jpg
GA00357054;https://www.dmi.es/photo/204/29025/3454296734542967/th/alfombrilla-gaming-bg-runway-se-negro-320x270x3.jpg;0.30;21;0.00;;4.56;;Periféricos;BG;"ALFOMBRILLA GAMING BG RUNWAY SE NEGRO 320X270X3";https://www.dmi.es/ficha/GA00357054;11.00;BG-MP02;;"320x270 mm, Goma/Tejido, Negro/Verde";8436532165658;999996;204;Alfombrillas;GA00357054;BG-MP02;750.00;"320x270 mm, Goma/Tejido, Negro/Verde";;https://www.dmi.es/photo/204/29025/3454296734542967/bg/alfombrilla-gaming-bg-runway-se-negro-320x270x3.jpg;https://www.dmi.es/photo/204/29025/3454296734542967/pq/alfombrilla-gaming-bg-runway-se-negro-320x270x3.jpg;https://www.dmi.es/photo/204/29025/3454296734542967/pq/alfombrilla-gaming-bg-runway-se-negro-320x270x3.jpg
GA00357055;https://www.dmi.es/photo/204/29026/1471611714716117/th/alfombrilla-gaming-bg-runway-negro-320x270x2.jpg;0.30;21;0.00;;4.28;;Periféricos;BG;"ALFOMBRILLA GAMING BG RUNWAY NEGRO 320X270X2";https://www.dmi.es/ficha/GA00357055;4.00;BM-MP01;;"B-Move Runway Gaming Mouse Pad, 2 mm, Negro";8436532161506;999996;204;Alfombrillas;GA00357055;BM-MP01;750.00;"B-Move Runway Gaming Mouse Pad, 2 mm, Negro";;https://www.dmi.es/photo/204/29026/1471611714716117/bg/alfombrilla-gaming-bg-runway-negro-320x270x2.jpg;https://www.dmi.es/photo/204/29026/1471611714716117/pq/alfombrilla-gaming-bg-runway-negro-320x270x2.jpg;https://www.dmi.es/photo/204/29026/1471611714716117/pq/alfombrilla-gaming-bg-runway-negro-320x270x2.jpg
GA02357167;https://www.dmi.es/photo/123/29028/3561039235610392/th/auriculares-gaming-bg-xonar-ie-negro-alambrico.jpg;0.01;21;0.00;;6.95;;"Accesorios telefonía";BG;"AURICULARES GAMING BG XONAR-IE NEGRO ALAMBRICO";https://www.dmi.es/ficha/GA02357167;36.00;BG-AUD09;;"20-20000Hz, 32O, 10mm, 100dB, Omni 20-16000Hz -46dB, 3.5mm, 1.2m";8436532165214;999953;123;Auriculares;GA02357167;BG-AUD09;324.00;"20-20000Hz, 32O, 10mm, 100dB, Omni 20-16000Hz -46dB, 3.5mm, 1.2m";;https://www.dmi.es/photo/123/29028/3561039235610392/bg/auriculares-gaming-bg-xonar-ie-negro-alambrico.jpg;https://www.dmi.es/photo/123/29028/3561039235610392/pq/auriculares-gaming-bg-xonar-ie-negro-alambrico.jpg;https://www.dmi.es/photo/123/29028/3561039235610392/pq/auriculares-gaming-bg-xonar-ie-negro-alambrico.jpg
GA02357168;https://www.dmi.es/photo/1637/29029/3065556630655566/th/auriculares-gaming-bg-typhoon-negro-microfono-alambrico.jpg;0.28;21;0.00;;10.47;;Auriculares;BG;"AURICULARES GAMING BG TYPHOON NEGRO MICROFONO ALAMBRICO";https://www.dmi.es/ficha/GA02357168;15.00;BG-AUD08;;"20-20000Hz, 96dB, 32O, 40mm, 3.5mm, 2m, 280g, Negro/Verde";8436532163067;999977;1637;"Auriculares con Micrófono";GA02357168;BG-AUD08;6160.00;"20-20000Hz, 96dB, 32O, 40mm, 3.5mm, 2m, 280g, Negro/Verde";;https://www.dmi.es/photo/1637/29029/3065556630655566/bg/auriculares-gaming-bg-typhoon-negro-microfono-alambrico.jpg;https://www.dmi.es/photo/1637/29029/3065556630655566/pq/auriculares-gaming-bg-typhoon-negro-microfono-alambrico.jpg;https://www.dmi.es/photo/1637/29029/3065556630655566/pq/auriculares-gaming-bg-typhoon-negro-microfono-alambrico.jpg
VM31356370;https://www.dmi.es/photo/237/29032/2104200421042004/th/caja-mini-itx-nox-liten-2xusb2-0-450w-negro.jpg;3.00;21;0.00;;31.48;;"Cajas y fuentes";NOX;"CAJA MINI ITX NOX LITEN 2XUSB2.0 450W NEGRO";https://www.dmi.es/ficha/VM31356370;11.00;NXLITEN;;;8436532161964;999993;237;"Chasis PC";VM31356370;NXLITEN;26496.00;;;https://www.dmi.es/photo/237/29032/2104200421042004/bg/caja-mini-itx-nox-liten-2xusb2-0-450w-negro.jpg;https://www.dmi.es/photo/237/29032/2104200421042004/pq/caja-mini-itx-nox-liten-2xusb2-0-450w-negro.jpg;https://www.dmi.es/photo/237/29032/2104200421042004/pq/caja-mini-itx-nox-liten-2xusb2-0-450w-negro.jpg
CJ11356407;https://www.dmi.es/photo/237/29034/2939292529392925/th/caja-atx-nox-kore-1xusb3-0-2xusb2-0-negro.jpg;4.00;21;0.00;;16.95;;"Cajas y fuentes";NOX;"CAJA ATX NOX KORE 1XUSB3.0 2XUSB2.0 NEGRO";https://www.dmi.es/ficha/CJ11356407;11.00;NXKORE;;"ATX / micro ATX, SPCC, 2.8kg";8436532163043;999993;237;"Chasis PC";CJ11356407;NXKORE;49726.00;"ATX / micro ATX, SPCC, 2.8kg";;https://www.dmi.es/photo/237/29034/2939292529392925/bg/caja-atx-nox-kore-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29034/2939292529392925/pq/caja-atx-nox-kore-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29034/2939292529392925/pq/caja-atx-nox-kore-1xusb3-0-2xusb2-0-negro.jpg
CJ11356408;https://www.dmi.es/photo/237/29035/2322674923226749/th/caja-atx-nox-pax-1xusb3-0-2xusb2-0-negro-azul.jpg;4.00;21;0.00;;17.74;;"Cajas y fuentes";NOX;"CAJA ATX NOX PAX 1XUSB3.0 2XUSB2.0 NEGRO AZUL";https://www.dmi.es/ficha/CJ11356408;0.00;NXPAX;;"Semitorre, ATX/micro ATX, 1x USB 3.0, 2x USB 2.0, 4.1kg, Negro";8436532162237;999993;237;"Chasis PC";CJ11356408;NXPAX;52992.00;"Semitorre, ATX/micro ATX, 1x USB 3.0, 2x USB 2.0, 4.1kg, Negro";;https://www.dmi.es/photo/237/29035/2322674923226749/bg/caja-atx-nox-pax-1xusb3-0-2xusb2-0-negro-azul.jpg;https://www.dmi.es/photo/237/29035/2322674923226749/pq/caja-atx-nox-pax-1xusb3-0-2xusb2-0-negro-azul.jpg;https://www.dmi.es/photo/237/29035/2322674923226749/pq/caja-atx-nox-pax-1xusb3-0-2xusb2-0-negro-azul.jpg
CJ11356410;https://www.dmi.es/photo/237/29037/3352876333528763/th/caja-atx-nox-modus-1xusb3-0-2xusb2-0-negro-azul.jpg;4.00;21;0.00;;19.27;;"Cajas y fuentes";NOX;"CAJA ATX NOX MODUS 1XUSB3.0 2XUSB2.0 NEGRO AZUL";https://www.dmi.es/ficha/CJ11356410;6.00;NXMODUSB;;"ATX/Micro-ATX, 2x 5.25""/2x 3.5""/1x 2.12.7 cm (5"") , 1x USB 3.0, 2x USB 2.0, LED Azul";8436532165634;999993;237;"Chasis PC";CJ11356410;NXMODUSB;57293.00;"ATX/Micro-ATX, 2x 5.25""/2x 3.5""/1x 2.12.7 cm (5"") , 1x USB 3.0, 2x USB 2.0, LED Azul";;https://www.dmi.es/photo/237/29037/3352876333528763/bg/caja-atx-nox-modus-1xusb3-0-2xusb2-0-negro-azul.jpg;https://www.dmi.es/photo/237/29037/3352876333528763/pq/caja-atx-nox-modus-1xusb3-0-2xusb2-0-negro-azul.jpg;https://www.dmi.es/photo/237/29037/3352876333528763/pq/caja-atx-nox-modus-1xusb3-0-2xusb2-0-negro-azul.jpg
AU04356020;https://www.dmi.es/photo/237/29038/1417205614172056/th/caja-micro-atx-nox-coolbay-slim-2xusb2-0-450w-negro.jpg;3.00;21;0.00;;32.52;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX COOLBAY SLIM 2XUSB2.0 450W NEGRO";https://www.dmi.es/ficha/AU04356020;10.00;NXCBAYSLIM;;;8436532171352;999993;237;"Chasis PC";AU04356020;NXCBAYSLIM;25920.00;;;https://www.dmi.es/photo/237/29038/1417205614172056/bg/caja-micro-atx-nox-coolbay-slim-2xusb2-0-450w-negro.jpg;https://www.dmi.es/photo/237/29038/1417205614172056/pq/caja-micro-atx-nox-coolbay-slim-2xusb2-0-450w-negro.jpg;https://www.dmi.es/photo/237/29038/1417205614172056/pq/caja-micro-atx-nox-coolbay-slim-2xusb2-0-450w-negro.jpg
CJ11356412;https://www.dmi.es/photo/237/29040/3345956133459561/th/caja-micro-atx-nox-coolbay-mx2-1xusb3-0-2xusb2-0-negro.jpg;3.00;21;0.00;;17.50;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX COOLBAY MX2 1XUSB3.0 2XUSB2.0 NEGRO";https://www.dmi.es/ficha/CJ11356412;0.00;NXCBAYMX2;;"Mini torre, Micro ATX, 1 x 5.25'', 2 x 3.5'', 2 x 2.5'', 1 x USB 3.0, 2 x USB 2.0, SD/micro SD, 2.4 Kg, Negro";8436532165603;999993;237;"Chasis PC";CJ11356412;NXCBAYMX2;44528.00;"Mini torre, Micro ATX, 1 x 5.25'', 2 x 3.5'', 2 x 2.5'', 1 x USB 3.0, 2 x USB 2.0, SD/micro SD, 2.4 Kg, Negro";;https://www.dmi.es/photo/237/29040/3345956133459561/bg/caja-micro-atx-nox-coolbay-mx2-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29040/3345956133459561/pq/caja-micro-atx-nox-coolbay-mx2-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29040/3345956133459561/pq/caja-micro-atx-nox-coolbay-mx2-1xusb3-0-2xusb2-0-negro.jpg
CJ11356413;https://www.dmi.es/photo/237/29041/2928300829283008/th/caja-atx-nox-coolbay-rx-1xusb3-0-2xusb2-0-negro.jpg;3.00;21;0.00;;18.45;;"Cajas y fuentes";NOX;"CAJA ATX NOX COOLBAY RX 1XUSB3.0 2XUSB2.0 NEGRO";https://www.dmi.es/ficha/CJ11356413;0.00;NXCBAYRX;;"ATX / micro ATX, SGCC, 3kg, Negro";8436532163036;999993;237;"Chasis PC";CJ11356413;NXCBAYRX;49726.00;"ATX / micro ATX, SGCC, 3kg, Negro";;https://www.dmi.es/photo/237/29041/2928300829283008/bg/caja-atx-nox-coolbay-rx-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29041/2928300829283008/pq/caja-atx-nox-coolbay-rx-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29041/2928300829283008/pq/caja-atx-nox-coolbay-rx-1xusb3-0-2xusb2-0-negro.jpg
CJ11356414;https://www.dmi.es/photo/237/29042/1460058014600580/th/caja-atx-nox-coolbay-sx-1xusb3-0-2xusb2-0-negro-azul.jpg;7.00;21;0.00;;30.03;;"Cajas y fuentes";NOX;"CAJA ATX NOX COOLBAY SX 1XUSB3.0 2XUSB2.0 NEGRO AZUL";https://www.dmi.es/ficha/CJ11356414;9.00;NXCBAYSX;;"Semitorre, ATX, micro ATX, USB 3.0, 7kg, Negro";8436532171260;999993;237;"Chasis PC";CJ11356414;NXCBAYSX;71656.00;"Semitorre, ATX, micro ATX, USB 3.0, 7kg, Negro";;https://www.dmi.es/photo/237/29042/1460058014600580/bg/caja-atx-nox-coolbay-sx-1xusb3-0-2xusb2-0-negro-azul.jpg;https://www.dmi.es/photo/237/29042/1460058014600580/pq/caja-atx-nox-coolbay-sx-1xusb3-0-2xusb2-0-negro-azul.jpg;https://www.dmi.es/photo/237/29042/1460058014600580/pq/caja-atx-nox-coolbay-sx-1xusb3-0-2xusb2-0-negro-azul.jpg
CJ11356415;https://www.dmi.es/photo/237/29045/2964091829640918/th/caja-atx-nox-hummer-zx-2xusb3-0-2xusb2-0-negro.jpg;6.00;21;0.00;;35.05;;"Cajas y fuentes";NOX;"CAJA ATX NOX HUMMER ZX 2XUSB3.0 2XUSB2.0 NEGRO";https://www.dmi.es/ficha/CJ11356415;6.00;NXHUMMERZX;;"ATX/Micro ATX, 2x 5.63.5 cm (25"") , 2x 3.12.7 cm (5"") , 3x 2.12.7 cm (5"") , USB 3.0/2.0, Negro";8436532163098;999993;237;"Chasis PC";CJ11356415;NXHUMMERZX;87723.00;"ATX/Micro ATX, 2x 5.63.5 cm (25"") , 2x 3.12.7 cm (5"") , 3x 2.12.7 cm (5"") , USB 3.0/2.0, Negro";;https://www.dmi.es/photo/237/29045/2964091829640918/bg/caja-atx-nox-hummer-zx-2xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29045/2964091829640918/pq/caja-atx-nox-hummer-zx-2xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29045/2964091829640918/pq/caja-atx-nox-hummer-zx-2xusb3-0-2xusb2-0-negro.jpg
CJ11356416;https://www.dmi.es/photo/237/29046/2964091729640917/th/caja-micro-atx-nox-hummer-zx-zero-2xusb3-0-2xusb2-0-blanco.jpg;6.00;21;0.00;;35.05;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX HUMMER ZX ZERO 2XUSB3.0 2XUSB2.0 BLANCO";https://www.dmi.es/ficha/CJ11356416;7.00;NXHUMMERZXZ;;"ATX/Micro ATX, 2x 5.63.5 cm (25"") , 2x 3.12.7 cm (5"") , 3x 2.12.7 cm (5"") , USB 3.0/2.0, Negro/Blanco";8436532163104;999993;237;"Chasis PC";CJ11356416;NXHUMMERZXZ;92568.00;"ATX/Micro ATX, 2x 5.63.5 cm (25"") , 2x 3.12.7 cm (5"") , 3x 2.12.7 cm (5"") , USB 3.0/2.0, Negro/Blanco";;https://www.dmi.es/photo/237/29046/2964091729640917/bg/caja-micro-atx-nox-hummer-zx-zero-2xusb3-0-2xusb2-0-blanco.jpg;https://www.dmi.es/photo/237/29046/2964091729640917/pq/caja-micro-atx-nox-hummer-zx-zero-2xusb3-0-2xusb2-0-blanco.jpg;https://www.dmi.es/photo/237/29046/2964091729640917/pq/caja-micro-atx-nox-hummer-zx-zero-2xusb3-0-2xusb2-0-blanco.jpg
CJ11356417;https://www.dmi.es/photo/237/29047/3197939031979390/th/caja-micro-atx-nox-hummer-mc-1xusb3-0-2xusb2-0-negro-rgb.jpg;5.00;21;0.00;;35.05;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX HUMMER MC 1XUSB3.0 2XUSB2.0 NEGRO RGB";https://www.dmi.es/ficha/CJ11356417;91.00;NXHUMMERMCB;;"Semitore, ATX/micro ATX, 2x 3.12.7 cm (5"") , 2x 2.12.7 cm (5"") , 1x USB 3.0, 2x USB 2.0, HD Audio, Mic, 2x controles de velocidad, Negro";8436532164651;999993;237;"Chasis PC";CJ11356417;NXHUMMERMCB;70225.00;"Semitore, ATX/micro ATX, 2x 3.12.7 cm (5"") , 2x 2.12.7 cm (5"") , 1x USB 3.0, 2x USB 2.0, HD Audio, Mic, 2x controles de velocidad, Negro";;https://www.dmi.es/photo/237/29047/3197939031979390/bg/caja-micro-atx-nox-hummer-mc-1xusb3-0-2xusb2-0-negro-rgb.jpg;https://www.dmi.es/photo/237/29047/3197939031979390/pq/caja-micro-atx-nox-hummer-mc-1xusb3-0-2xusb2-0-negro-rgb.jpg;https://www.dmi.es/photo/237/29047/3197939031979390/pq/caja-micro-atx-nox-hummer-mc-1xusb3-0-2xusb2-0-negro-rgb.jpg
